Customer ID,TotalSpent,TotalQuantity
12346.0,-0.18713933724143966,-0.18739620540135585
12347.0,-0.08047458647397368,-0.07000745422804858
12348.0,-0.20405154600420417,-0.14047167821730294
12349.0,0.0707836299469236,-0.044454493880296986
12351.0,-0.19521163436357403,-0.15781671796850402
12352.0,-0.19040057670159852,-0.16912196709205474
12353.0,-0.1933228986404332,-0.16850250138665468
12355.0,-0.17419425906768465,-0.1513123280618036
12356.0,0.17056902837757834,0.08439437284291101
12357.0,1.1266856566060914,0.4024900125658308
12358.0,0.07615580933294577,-0.06954285494899855
12359.0,0.05868809006337515,-0.023237793470345672
12360.0,-0.05045345199403256,0.0021603004510559066
12361.0,-0.19292001324256774,-0.17593608985145515
12362.0,-0.21439414162183107,-0.19808198881950653
12366.0,-0.17284420019962854,-0.1523963930462537
12368.0,-0.1259950252155299,-0.14713093455035336
12369.0,-0.02797267124182962,-0.006047620145494603
12370.0,-0.1420520844708474,-0.15921051580565412
12371.0,0.015600675117284938,-0.06737472498009842
12373.0,-0.1433505201402912,-0.14883446524020347
12374.0,0.023105117054684134,-0.04027310036884673
12376.0,-0.1725176273562334,-0.1610689129218542
12377.0,-0.027181489610923922,-0.018436934253495373
12378.0,-0.07100509625896327,-0.07635697770839897
12379.0,-0.14279725412038127,-0.1350513532950526
12380.0,0.5511431042514952,0.14680554266196488
12385.0,-0.011447636468657294,-0.10345860231965065
12386.0,-0.19992842357590973,-0.16509544000695447
12387.0,-0.21282973425518914,-0.17748475411495523
12388.0,-0.10324153930544035,-0.11476385144320135
12389.0,-0.06812878630150042,-0.10314886946695064
12391.0,0.027469521824318565,-0.057153540840997774
12392.0,-0.20263864150305483,-0.18693160612230583
12393.0,-0.13731285038954982,-0.12157797420260177
12395.0,0.0009239753031220853,0.05187242330940899
12396.0,-0.12445418496129795,-0.10671079727300085
12399.0,-0.13318299450056684,-0.04027310036884673
12400.0,-0.20594925967492975,-0.18414401044800566
12402.0,-0.11324633964519121,-0.12235230633435182
12403.0,-0.1625846505971605,-0.17283876132445497
12404.0,-0.22188623888130124,-0.19808198881950653
12406.0,0.10489085282137205,0.04923969406145883
12408.0,-0.06600886842805236,-0.07124638563884865
12409.0,1.1566080336626003,0.9775090536034163
12410.0,-0.19302887085703277,-0.1781042198203553
12411.0,-0.1900526812326896,-0.1768652884095552
12412.0,-0.07523034284103416,-0.017352869269045303
12413.0,-0.20189796082731332,-0.1931262631763062
12414.0,-0.18521581197140793,-0.16803790210760466
12415.0,1.964311332611132,1.9811983627778287
12416.0,-0.20625114316246682,-0.17779448696765526
12417.0,0.12433372055958669,0.008045224652356272
12418.0,-0.07718641317106062,-0.09277281890149999
12419.0,-0.17253333876450672,-0.16246271075900431
12421.0,-0.19626317647443736,-0.1722192956190549
12422.0,0.26797302621137925,0.14649580980926485
12423.0,-0.14334715340994694,-0.12792749768295217
12424.0,-0.05177321028899016,0.0007665026139058199
12425.0,-0.12077547093844847,-0.09741881169200027
12426.0,-0.14341448801683254,-0.1477504002557534
12427.0,-0.1949232177974141,-0.18600240756420577
12429.0,0.19023185583161925,0.07850944864161065
12431.0,0.26149543702898537,0.08222624287401088
12433.0,0.5796368653985815,0.7379306920399515
12434.0,-0.19562013097867997,-0.1768652884095552
12435.0,0.4551407884843627,0.2513403804482214
12437.0,0.6387342053751692,0.5881748577594923
12439.0,-0.10072434725136731,-0.12421070345055193
12440.0,-0.13256014938687513,-0.14697606812400335
12441.0,-0.20950677140538518,-0.17949801765750537
12443.0,-0.17451970966763167,-0.1700511656501548
12445.0,-0.195138688539448,-0.17593608985145515
12449.0,-0.1427276750265995,-0.08533923043669953
12450.0,-0.17395746570013698,-0.1496087973719535
12451.0,0.17888036335415655,0.23291127571257023
12454.0,1.246928430852037,0.8389036020201578
12455.0,0.1540484825781984,-0.010383880083294873
12457.0,-0.1579812079730822,-0.1593653822320041
12458.0,-0.13582700006427442,-0.12390097059785192
12459.0,-0.1779930531394801,-0.15828131724755407
12460.0,-0.19232522421507833,-0.1719095627663549
12466.0,-0.2226168193660099,-0.19808198881950653
12467.0,-0.21407991345636496,-0.1782590862467053
