Customer ID,TotalSpent,TotalQuantity,Cluster
12346.0,-0.1871393372414396,-0.1873962054013558,0
12347.0,-0.0804745864739736,-0.0700074542280485,0
12348.0,-0.2040515460042041,-0.1404716782173029,0
12349.0,0.0707836299469236,-0.0444544938802969,0
12351.0,-0.195211634363574,-0.157816717968504,0
12352.0,-0.1904005767015985,-0.1691219670920547,0
12353.0,-0.1933228986404332,-0.1685025013866546,0
12355.0,-0.1741942590676846,-0.1513123280618036,0
12356.0,0.1705690283775783,0.084394372842911,0
12357.0,1.1266856566060914,0.4024900125658308,0
12358.0,0.0761558093329457,-0.0695428549489985,0
12359.0,0.0586880900633751,-0.0232377934703456,0
12360.0,-0.0504534519940325,0.0021603004510559,0
12361.0,-0.1929200132425677,-0.1759360898514551,0
12362.0,-0.214394141621831,-0.1980819888195065,0
12366.0,-0.1728442001996285,-0.1523963930462537,0
12368.0,-0.1259950252155299,-0.1471309345503533,0
12369.0,-0.0279726712418296,-0.0060476201454946,0
12370.0,-0.1420520844708474,-0.1592105158056541,0
12371.0,0.0156006751172849,-0.0673747249800984,0
12373.0,-0.1433505201402912,-0.1488344652402034,0
12374.0,0.0231051170546841,-0.0402731003688467,0
12376.0,-0.1725176273562334,-0.1610689129218542,0
12377.0,-0.0271814896109239,-0.0184369342534953,0
12378.0,-0.0710050962589632,-0.0763569777083989,0
12379.0,-0.1427972541203812,-0.1350513532950526,0
12380.0,0.5511431042514952,0.1468055426619648,0
12385.0,-0.0114476364686572,-0.1034586023196506,0
12386.0,-0.1999284235759097,-0.1650954400069544,0
12387.0,-0.2128297342551891,-0.1774847541149552,0
12388.0,-0.1032415393054403,-0.1147638514432013,0
12389.0,-0.0681287863015004,-0.1031488694669506,0
12391.0,0.0274695218243185,-0.0571535408409977,0
12392.0,-0.2026386415030548,-0.1869316061223058,0
12393.0,-0.1373128503895498,-0.1215779742026017,0
12395.0,0.000923975303122,0.0518724233094089,0
12396.0,-0.1244541849612979,-0.1067107972730008,0
12399.0,-0.1331829945005668,-0.0402731003688467,0
12400.0,-0.2059492596749297,-0.1841440104480056,0
12402.0,-0.1132463396451912,-0.1223523063343518,0
12403.0,-0.1625846505971605,-0.1728387613244549,0
12404.0,-0.2218862388813012,-0.1980819888195065,0
12406.0,0.104890852821372,0.0492396940614588,0
12408.0,-0.0660088684280523,-0.0712463856388486,0
12409.0,1.1566080336626003,0.9775090536034164,0
12410.0,-0.1930288708570327,-0.1781042198203553,0
12411.0,-0.1900526812326896,-0.1768652884095552,0
12412.0,-0.0752303428410341,-0.0173528692690453,0
12413.0,-0.2018979608273133,-0.1931262631763062,0
12414.0,-0.1852158119714079,-0.1680379021076046,0
12415.0,1.964311332611132,1.981198362777829,0
12416.0,-0.2062511431624668,-0.1777944869676552,0
12417.0,0.1243337205595866,0.0080452246523562,0
12418.0,-0.0771864131710606,-0.0927728189014999,0
12419.0,-0.1725333387645067,-0.1624627107590043,0
12421.0,-0.1962631764744373,-0.1722192956190549,0
12422.0,0.2679730262113792,0.1464958098092648,0
12423.0,-0.1433471534099469,-0.1279274976829521,0
12424.0,-0.0517732102889901,0.0007665026139058,0
12425.0,-0.1207754709384484,-0.0974188116920002,0
12426.0,-0.1434144880168325,-0.1477504002557534,0
12427.0,-0.1949232177974141,-0.1860024075642057,0
12429.0,0.1902318558316192,0.0785094486416106,0
12431.0,0.2614954370289853,0.0822262428740108,0
12433.0,0.5796368653985815,0.7379306920399515,0
12434.0,-0.1956201309786799,-0.1768652884095552,0
12435.0,0.4551407884843627,0.2513403804482214,0
12437.0,0.6387342053751692,0.5881748577594923,0
12439.0,-0.1007243472513673,-0.1242107034505519,0
12440.0,-0.1325601493868751,-0.1469760681240033,0
12441.0,-0.2095067714053851,-0.1794980176575053,0
12443.0,-0.1745197096676316,-0.1700511656501548,0
12445.0,-0.195138688539448,-0.1759360898514551,0
12449.0,-0.1427276750265995,-0.0853392304366995,0
12450.0,-0.1739574657001369,-0.1496087973719535,0
12451.0,0.1788803633541565,0.2329112757125702,0
12454.0,1.246928430852037,0.8389036020201578,0
12455.0,0.1540484825781984,-0.0103838800832948,0
12457.0,-0.1579812079730822,-0.1593653822320041,0
12458.0,-0.1358270000642744,-0.1239009705978519,0
12459.0,-0.1779930531394801,-0.158281317247554,0
12460.0,-0.1923252242150783,-0.1719095627663549,0
12466.0,-0.2226168193660099,-0.1980819888195065,0
12467.0,-0.2140799134563649,-0.1782590862467053,0
12468.0,0.1010909365061284,0.0859430371064111,0
12469.0,0.1156060332637659,0.196982264799368,0
12470.0,-0.2051973565647073,-0.1835245447426056,0
12471.0,2.0300411313659508,1.1425966640925267,0
12472.0,1.040103452342253,0.9171111473269128,0
12474.0,0.3375992542179774,0.2829331314236233,0
12475.0,-0.181146557228622,-0.1616883786272542,0
12476.0,0.5866059972112402,0.3008976368802245,0
12477.0,0.562942371864747,0.1836637521332671,0
12480.0,0.0160271276275603,-0.0054281544400945,0
12481.0,0.5302222418921418,0.4133306624103314,0
12482.0,2.429768536168474,3.989661046111104,2
12483.0,0.0641691270638623,-0.0356271075783464,0
12484.0,-0.0239741178362735,-0.0311359812141961,0
12485.0,-0.1495172478875633,-0.1341221547369525,0
12486.0,-0.1125752380632314,-0.1172417142648015,0
12487.0,-0.1969657008729437,-0.1712900970609548,0
12490.0,0.2654446117228253,0.2418935284408707,0
12492.0,-0.1782579025932301,-0.1592105158056541,0
